Application Number,Geographical Indications,Status,Applicant Name,Applicant Address,Date of Filing,Class,Goods,Geographical Area,Priority Country,Journal Number,Availability Date,Certificate Number,Certificate Date,Registration Valid Upto
964,Napham - Fermented Fish,Pre Examination,Bodo Geographical Indication (G.I) Board,"Ward No. 5, Tengapara, Kokrajhar, Bodo Territorial Region, Assam, India, 783 370",29-08-2022,29,Food Stuffs,,,,,,,
965,Thorka,Pre Examination,Bodo Geographical Indication (G.I) Board,"Ward No. 5, Tengapara, Kokrajhar, Bodo Territorial Region, Assam, India, 783 370",29-08-2022,15,Handi Crafts,,,,,,,
966,Ondla / Onla,Pre Examination,Bodo Geographical Indication (G.I) Board,"Ward No. 5, Tengapara, Kokrajhar, Bodo Territorial Region, Assam, India, 783 370",29-08-2022,29,Agriculture,,,,,,,
967,Gwkha - Gwkhwi,Pre Examination,Bodo Geographical Indication (G.I) Board,"Ward No. 5, Tengapara, Kokrajhar, Bodo Territorial Region, Assam, India, 783 370",29-08-2022,31,Agriculture,,,,,,,
968,Jou Gwran,Pre Examination,Bodo Geographical Indication (G.I) Board,"Ward No. 5, Tengapara, Kokrajhar, Bodo Territorial Region, Assam, India, 783 370",29-08-2022,33,Manufactured Goods,,,,,,,
969,Jou Gishi,Pre Examination,Bodo Geographical Indication (G.I) Board,"Ward No. 5, Tengapara, Kokrajhar, Bodo Territorial Region, Assam, India, 783 370",29-08-2022,33,Manufactured Goods,,,,,,,
970,Maibra Jou Bidwi,Pre Examination,Bodo Geographical Indication (G.I) Board,"Ward No. 5, Tengapara, Kokrajhar, Bodo Territorial Region, Assam, India, 783 370",29-08-2022,33,Manufactured Goods,,,,,,,
971,Gongar Dunjia,Pre Examination,Bodo Geographical Indication (G.I) Board,"Ward No. 5, Tengapara, Kokrajhar, Bodo Territorial Region, Assam, India, 783 370",29-08-2022,31,Agriculture,,,,,,,
972,Kham,Pre Examination,Bodo Geographical Indication (G.I) Board,"Ward No. 5, Tengapara, Kokrajhar, Bodo Territorial Region, Assam, India, 783 370",29-08-2022,15,Handi Crafts,,,,,,,
973,Serja,Pre Examination,Bodo Geographical Indication (G.I) Board,"Ward No. 5, Tengapara, Kokrajhar, Bodo Territorial Region, Assam, India, 783 370",29-08-2022,15,Handi Crafts,,,,,,,
974,Sifung,Pre Examination,Bodo Geographical Indication (G.I) Board,"Ward No. 5, Tengapara, Kokrajhar, Bodo Territorial Region, Assam, India, 783 370",29-08-2022,15,Handi Crafts,,,,,,,
975,Khardwi,Pre Examination,Bodo Geographical Indication (G.I) Board,"Ward No. 5, Tengapara, Kokrajhar, Bodo Territorial Region, Assam, India, 783 370",29-08-2022,29,Agriculture,,,,,,,
976,Narzi,Pre Examination,Bodo Geographical Indication (G.I) Board,"Ward No. 5, Tengapara, Kokrajhar, Bodo Territorial Region, Assam, India, 783 370",29-08-2022,29,Agriculture,,,,,,,
977,Gongona,Pre Examination,Bodo Geographical Indication (G.I) Board,"Ward No. 5, Tengapara, Kokrajhar, Bodo Territorial Region, Assam, India, 783 370",29-08-2022,15,Handi Crafts,,,,,,,
978,Jotha - Bodo Musical Instrument,Pre Examination,Bodo Geographical Indication (G.I) Board,"Ward No. 5, Tengapara, Kokrajhar, Bodo Territorial Region, Assam, India, 783 370",29-08-2022,15,Handi Crafts,,,,,,,
979,Assam Jaapi,Pre Examination,Navoday Handicrafts & Handloom Dev. Society,"North Jowarddi, Kalthalkuchi, Belsor, Nalbari, Assam, India, 781 370",02-09-2022,20,Handi Crafts,,,,,,,
980,Assam Asharikandi Terracotta Craft,Pre Examination,Asharikandi Terrakota Doll Making Samabai Samity Limited,"Asharikandi, Geramari, Goalpara, Assam, India, 0",02-09-2022,21,Handi Crafts,,,,,,,
981,Sitamarhi Balushahi (Sweet),Pre Examination,Runni Saidpur Balushahi Mishthan Audyogik Swavalambi Sahkari Samiti Limited,"Village. & Post Runni Saidpur, Anumandal Sitamarhi, Sitamarhi, Bihar, India, 0",02-09-2022,30,Food Stuffs,,,,,,,
982,Bhojpur Udwant Nagar Khurma (Sweet),Pre Examination,Udwantnagar Khurma Producers Association,"C/o Birendra Singh, Krishna Nagar, Arah, Bhojpur, Bihar, India, 802301",02-09-2022,30,Food Stuffs,,,,,,,
983,Odisha Brass and Bell Metal,Pre Examination,Odisha State Co-operative Handicrafts Corporation Limited (UTKALIKA),"Jaydev Vatika Square, Ghatika, Khandagiri, Bhubaneswar, Odisha, India, 751030",05-09-2022,"6, 15 & 21",Handi Crafts,Odisha,India,,,,,
984,Warangal Chapata Chilli,Pre Examination,"1.Thimmampet Chilly Farmer Producer Company Limited and 2.JannaReddy VenkatReddy Horticultural Research Station, Sri Konda Laxman Telangana State Horticultural University","1.H.No. 3 – 6, Thimmampet Village, Duggondi Mandal, Warangal 506331, and 2. Malyal, Mahabubabad, Telangana, India, 506 102",06-09-2022,30,Agriculture,,,,,,,
985,Himachali Cap,Pre Examination,1. Kinnaur Handloom Weavers Association and 2. Kullu Shawl Weavers Asssociation,"1. District: Kinnaur, Himachal Pradesh, India and 2. District:, Kullu, Himachal Pradesh, India, 0",07-09-2022,24,Textiles,,,,,,,
986,Patteda Anchu Sarees & Fabrics,Pre Examination,"1.Visvesvaraya Trade Promotion Centre (VTPC), Department of Industries and Commerce, Government of Karnataka  and 2. Commissioner for Textile Development and Director of Handlooms and Textiles, Government of Karnataka","1.VTPC Building, Kasturba Road, Bengaluru 560 001 and 2. No. 86, Shubhodaya Complex, Railway Parallel Road, Kumara Park West, Sampangiram Nagar, Bengaluru, Karnataka, India, 560 020",09-09-2022,"24,25",Textiles,Karnataka,India,,,,,
987,Gaya Tilkut (Sweet),Pre Examination,Bihar Rajya Mishthan Bhojan Vikreta Sangh,"Laheria Tola, Ramana Road, Gaya, Bihar, India, 823 001",13-09-2022,30,Food Stuffs,,,,,,,
988,Chandannagar Jolbhora Sandesh,Pre Examination,"1.General Manager, District Industries Centre, Hooghly and 2. Swatantra Hooghly Jela Mistanna Babosayee Samiti","1. V9MQ+9CV, Anupam Bhavan, Nandankanan, Tola Fatak Rd, Chinsurah, West Bengal and 2. 247, G T Road (east), Barasat, PO-Chamdernagore, Hooghly, West Bengal, India, 712 136",13-09-2022,30,Food Stuffs,,,,,,,
989,Mahakaushal Chhatriya,Pre Examination,Chhatriya Dhan Utpadak Sahkari Samiti Maryadit Mangela,"Village: Mangela, Post: Patohi, Block: Bahoriband, Katni, Madhya Pradesh, India, 483 531",15-09-2022,30,Agriculture,,,,,,,
990,Janai Monohara,Pre Examination,Janai Monohara (R.E.H) Silpo Samabay Samity Limited,"Janai Bazar, Janai, Hooghly, West Bengal, India, 712 304",20-09-2022,30,Food Stuffs,,,,,,,
991,Bengal Singing Bowl,Pre Examination,Pukhuria Co-Operative Industrial Society Limited,"Village: Pukhuria, Post: Bikrampur, Bankura, West Bengal, India, 722151",20-09-2022,9,Handi Crafts,,,,,,,
992,Ashapur Brinjal,Pre Examination,Ashapur Fruits and Vegetables Growers Welfare Society,"Kobaiya, Post: Kharba, PS: Chanchal, Malda, West Bengal, India, 732126",21-09-2022,31,Agriculture,,,,,,,
993,Shantiniketan Alpona,Pre Examination,Santiniketan Handicrats and Textiles Chamber of Commerce and Industry,"Post: Shantiniketan, PS: Shantiniketan, Birbhum, West Bengal, India, 731 236",27-09-2022,2,Handi Crafts,,,,,,,
994,Nihonshu / Japanese Sake,Pre Examination,The Embassy of Japan,"Plot No. 4 and 5, Shantipath, Chanakyapuri, New Delhi, India, 110 021",07-10-2022,33,Manufactured Goods,,,,,,,
995,Ladakh Apricot Oil,Pre Examination,Sham Vegetable and Fruit Growers Cooperative Marketing Society,"Nimoo, Leh , Ladakh, Ladakh (UT), India, 194 107",11-10-2022,31,Manufactured Goods,,,,,,,
996,Gaya Anarsa,Pre Examination,Gaya Misthan Vikreta Association,"Ward – 14, Property No – 711021027, New Holding 23, Law Road, Gaya, Bihar, India, 823 001",21-10-2022,30,Food Stuffs,,,,,,,
997,Banaskantha Suf Embroidery,Pre Examination,Pragati Mahila Bharat Gunthan Co-operative Society,"Tharad, Shivnagar, Banaskantha, Gujarat, India, 0",26-10-2022,26,Handi Crafts,,,,,,,
998,Nicobari Hodi Craft,Pre Examination,Tribal Development Council,"R.G.T. Road, Port Blair, Andaman and Nicobar Islands (UT), India, 0",26-10-2022,20,Handi Crafts,,,,,,,
999,Jaunpur Imarti (Sweet),Pre Examination,Jaunpur Imarti Mishthan Samiti,"Nakhas Sadar, Arazi Newada, Jaunpur, Uttar Pradesh, India, 222 002",26-10-2022,29,Food Stuffs,,,,,,,
1000,Banaras Thandai (Beverage),Pre Examination,1. Mahanagar Udyog Vyapar Samiti,"C. 24/48, Piplani Katara, Kabir Choura, 2. Human Welfare Association, S.15/116, 2-AC, Mawaiya, Sarnath, Varanasi, Uttar Pradesh, India, 0",26-10-2022,32,Manufactured Goods,,,,,,,
1001,Assam Mising Handloom Products,Pre Examination,"Institute of Handicraft Development, Golaghat","Village: Ghodang (Laubhanga), Post: Baruabamungaon, Golaghat, Assam, India, 785 618",26-10-2022,24,Textiles,,,,,,,
1002,Assam Bihu Dhol,Pre Examination,All Assam Bihu Dhul and Other Traditional Musical Instruments Makers Development Trust,"Sesapukhuri Gaon, Moranhat, Charaideo, Assam, India, 0",26-10-2022,15,Handi Crafts,,,,,,,
1003,Assam Pani Mateka Craft,Pre Examination,Gram Shree Sangha,"Village & P.O. Dhudang, P.S. Dergaon, Golaghat, Assam, India, 785 618",26-10-2022,20,Handi Crafts,,,,,,,
1004,Arunachal Pradesh Adi Apong (Beverage),Pre Examination,Adi Bane Ane Kebang,"Pasighat, PO & PS Pasighat, East Siang, Arunachal Pradesh, India, 791 102",26-10-2022,32,Manufactured Goods,,,,,,,
1005,Aadivasi Gudiya of Madhya Pradesh,Pre Examination,"Vanya Prakashan, Government of Madhya Pradesh","35, Rajiv Gandhi Bhawan, Shamla Hills, Bhopal, Madhya Pradesh, India, 460 002",26-10-2022,"24,20,28",Textiles,,,,,,,
1006,Bana of Madhya Pradesh (Musical Instrument),Pre Examination,Vanya Prakashan Government of Madhya Pradesh,"35, Rajiv Gandhi Bhawan, Shamla Hills, Bhopal, Madhya Pradesh, India, 460 002",26-10-2022,15,Handi Crafts,,,,,,,
1007,“Bolni”(Dakkan Wali Tokri) of Madhya Pradesh,Pre Examination,"Vanya Prakashan, Government of Madhya Pradesh","35, Rajiv Gandhi Bhawan, Shamla Hills, Bhopal, Madhya Pradesh, India, 460 002",26-10-2022,20,Handi Crafts,,,,,,,
1008,Chikara of Madhya Pradesh,Pre Examination,"Vanya Prakashan, Government of Madhya Pradesh","35, Rajiv Gandhi Bhawan, Shamla Hills, Bhopal, Madhya Pradesh, India, 460 002",26-10-2022,15,Handi Crafts,,,,,,,
1009,Mukhuata (Wooden Mask) of Madhya Pradesh,Pre Examination,"Vanya Prakashan, Government of Madhya Pradesh","35, Rajiv Gandhi Bhawan, Shamla Hills, Bhopal, Madhya Pradesh, India, 460 002",26-10-2022,20,Handi Crafts,,,,,,,
1010,Pithora Painting of Madhya Pradesh,Pre Examination,"Vanya Prakashan, Government of Madhya Pradesh","35, Rajiv Gandhi Bhawan, Shamla Hills, Bhopal, Madhya Pradesh, India, 460 002",26-10-2022,"16,25,20",Handi Crafts,,,,,,,
1011,Pot Mala and Galshan Mala of Madhya Pradesh,Pre Examination,"Vanya Prakashan, Government of Madhya Pradesh","35, Rajiv Gandhi Bhawan, Shamla Hills, Bhopal, Madhya Pradesh, India, 460 002",26-10-2022,14,Handi Crafts,,,,,,,
1012,Akola Kagzi Lemon,Pre Examination,Atharva Limbu Utpadak Va Prakriya Shetkari Gat,"Hingna Post Digras Bk, Taluka: Patur, Akola, Maharashtra, India, 444 501",26-10-2022,31,Agriculture,,,,,,,
1013,Sarthebari Metal Craft,New Application,Assam Co-operative Bell-Metal Utensils Manufacturing Society Limited,"Sarthebari, Barpeta, Assam, India, 0",09-11-2022,21,Handi Crafts,,,,,,,
1014,Sitahi Kutki,New Application,Hal Chalit Mahila Kisan Women Producer Company Limited,"C/o Mr. Gulab Singh Thakur, Bharra Tola, Devalpur, Tehsheel Samnapur, Dindori, Madhya Pradesh, India, 481 773",10-11-2022,31,Agriculture,,,,,,,
1015,Nagdaman Kutki,New Application,Hal Chalit Mahila Kisan Women Producer Company Limited,"C/o Mr. Gulab Singh Thakur, Bharra Tola, Devalpur, Tehsheel Samnapur, Dindori, Madhya Pradesh, India, 481 773",10-11-2022,31,Agriculture,,,,,,,
1016,Baigani Arhar,New Application,Hal Chalit Mahila Kisan Women Producer Company Limited,"C/o Mr. Gulab Singh Thakur, Bharra Tola, Devalpur, Tehsheel Samnapur, Dindori, Madhya Pradesh, India, 481 778",18-11-2022,31,Agriculture,,,,,,,
1017,Bankura Conch Shell Craft,New Application,Hatagram Sankha Banik Kalyan Samiti,"Village & Post: Hatagram, PS: Indpur, Bankura, West Bengal , India, 722 136",06-12-2022,20,Handi Crafts,,,,,,,
1018,Beliatore Mecha Sandesh,New Application,Beliatore Mecha Sandesh Baebsayi Samity,"Village and Post :Beliatore, Bankura, West Bengal , India, 722 203",06-12-2022,30,Food Stuffs,,,,,,,
1019,Bishnupur Dashavatar Tash,New Application,"Patent Information Centre, West Bengal State Council of Science and Technology","3rd Floor, Vigyan Chetana Bhavan. Block-DD, Plot-26/B, Sector-1, Salt Lake, Kolkata, West Bengal , India, 700 064",06-12-2022,16,Handi Crafts,,,,,,,
1020,Kamarpukur Sada Bode (Kamarpukur White Bundi),New Application,"Patent Information Centre, West Bengal State Council of Science and Technology","3rd Floor, Vigyan Chetana Bhavan. Block-DD, Plot-26/B, Sector-1, Salt Lake, Kolkata, West Bengal , India, 700 064",06-12-2022,30,Food Stuffs,,,,,,,
1021,Kanakchur Rice,New Application,"Patent Information Centre, West Bengal State Council of Science and Technology","3rd Floor, Vigyan Chetana Bhavan. Block-DD, Plot-26/B, Sector-1, Salt Lake, Kolkata, West Bengal , India, 700 064",06-12-2022,30,Agriculture,,,,,,,
1022,Nolen Gur Sandesh,New Application,"Patent Information Centre, West Bengal State Council of Science and Technology","3rd Floor, Vigyan Chetana Bhavan. Block-DD, Plot-26/B, Sector-1, Salt Lake, Kolkata, West Bengal , India, 700 064",06-12-2022,30,Food Stuffs,,,,,,,
1023,Sholapith Craft of West Bengal,New Application,"Patent Information Centre, West Bengal State Council of Science and Technology","3rd Floor, Vigyan Chetana Bhavan. Block-DD, Plot-26/B, Sector-1, Salt Lake, Kolkata, 700 064, India, West Bengal",06-12-2022,20,Handi Crafts,,,,,,,
1024,Khagra Brass & Bell Metal Utensils,New Application,"Patent Information Patent Information Centre, West Bengal State Council of Science and Technology","3rd Floor, Vigyan Chetana Bhavan. Block-DD, Plot-26/B, Sector-1, Salt Lake, Kolkata, West Bengal , India, 700 064",06-12-2022,21,Handi Crafts,,,,,,,
1025,Beypore Uru (Boat),New Application,"District Tourism Promotion Council, Kozhikode","17/371-Next Room Old RDO Office Building Mananchira, Kozhikode, Kerala, India, 673 001",08-12-2022,12,Handi Crafts,,,,,,,
1026,Kundan Meena Jewellery,New Application,"Jewellers Artisan Association, Society Registered Under Rajasthan Society Act","1578, Sanghi Ji Ki gali, Chaura rasta, Jaipur, Rajasthan , India, 302 003",13-12-2022,14,Handi Crafts,,,,,,,
1027,Kota Stone,New Application,Consortium for Industry Development & Awareness (CIDA),"F 3, P No 80, Mahadev nagar, Vaishali nagar, Jaipur , Rajasthan, India, 302 021",13-12-2022,19,Natural Goods,,,,,,,
1028,Belaguntha Flexible Brass Fish,New Application,Odisha State Co – operative Handicrafts Corporation Limited,"Jaydev Vatika Square, Ghatika, Khandagiri, Bhubaneswar, Odisha , India, 751 030",13-12-2022,6,Handi Crafts,,,,,,,
1029,Sepu Vadi of Mandi,New Application,Chachyot Krishak Society Mandi,"Taraur Chail Chowk, Post: Segli, Tehsil Chachyot, Mandi , Himachal Pradesh, India, 175 029",14-12-2022,30,Food Stuffs,,,,,,,
1030,Betul Teak Wood,New Application,Forest Department North Betul Government of Madhya Pradesh,"Divisional Forest, North Betul, Hamlapur Road, Kalapatha, Betul , Madhya Pradesh, India, 460 001",15-12-2022,31,Agriculture,,,,,,,
1031,Rock Honey,New Application,"Zila Union, Chhindwara and Forest Department Government of Madhya Pradesh","Divisional Forest Officer, West Chhindwara Forest Department, Government of Madhya Pradesh, 
Rani Durgavati Chowk, Khajri Road 
, Chhindwara , Madhya Pradesh, India, 480 001",15-12-2022,30,Natural Goods,,,,,,,
1032,Badshah Pasand (Raebareli),New Application,Churuwa Krishak Farmers Producer Company Limited,"Churuwa Chauraha, Bachharwan, Raebareli, Uttar Pradesh, India, 229 311",16-12-2022,31,Agriculture,,,,,,,
1033,Banaras Mural Painting,New Application,Human Welfare Association,"S.15/116, 2-AC, Mawaiya, Sarnath, Varanasi, Uttar Pradesh, India, 0",16-12-2022,16,Handi Crafts,,,,,,,
1034,Bankura Brass & Bell Metals Utensils,New Application,District Industries Centre,"Silpa Bhawan, Machantola, Bankura, West Bengal, India, 0",21-12-2022,21,Handi Crafts,,,,,,,
1035,Murshidabad Chhanabora,New Application,"Patent Information Centre, West Bengal State Council of Science & Technology","3rd Floor,Vigyan Chetana Bhavan, Block - DD, Plot-26/B, Sector - 1, Salt Lake, Kolkata , West Bengal, India, 700 064",21-12-2022,30,Food Stuffs,,,,,,,
1036,Bishnupur Motichur Laddu,New Application,"Patent Information Centre, West Bengal State Council of Science & Technology","3rd Floor,Vigyan Chetana Bhavan, Block - DD, Plot-26/B, Sector - 1, Salt Lake, Kolkata , West Bengal, India, 700 064",21-12-2022,30,Food Stuffs,,,,,,,
1037,Barpali Terracotta Roof Tiles,New Application,Odisha State Cooperative Handicrafts Corporation Limited,"Jaydev Vatika Square, Ghatika, Khandagiri, Bhubaneswar, Odisha, India, 751 030",28-12-2022,19,Handi Crafts,,,,,,,
1038,Thalanadan Grambu,New Application,Thalanadan Clove Growers & Processing Industrial Co – Operative Society,"Post: Thalanad, Taluk: Meenachil, Kottayam, Kerala, India, 686 580",28-12-2022,30,Agriculture,,,,,,,
1039,Banglar Nolen Gur,New Application,"West Bengal Khadi & Village Industry Board, Government of West Bengal",": Hemanta Basu Khadi ‘O’Gramin Shilpa Bhaban 12, B.B.D. Bag (East), 2nd & 3rd Floor, Kolkata, West Bengal, India, 700 001",28-12-2022,30,Food Stuffs,,,,,,,
1040,Salem Kolusu,New Application,"1.Name: Salem Kolusu Urpathiyalargal Kaivinai  Nala Sangam and 2.Salem Managar Thangam Velli, Vairam Nagai Veeyabarigal Sangam, Salem","1.1/189, Andipatti Panangadu, Sivathapuram, Salem – 636 307 and 2. 17/30, Chenna Krishnan Street, Shevapet, Salem, Tamil Nadu, India, 606 002",06-01-2023,14,Handi Crafts,,,,,,,
1041,Nawabganj’s Brinjal,New Application,Maharajpur Fruits and and Vegetables Grower’s Welfare Society,"Village: Khailsona, Post: Khailsona, PS: Khailsona, Maldah, West Bengal, India, 732 204",06-01-2023,31,Agriculture,,,,,,,
1042,Radhunipagal Rice,New Application,1.State Agricultural Management & Extension Training Institute(SAMETI) and 2. Bidhan Chandra Krishi Vishwavidyalaya(B.C.K.V),"1.Government of West Bengal, Ramkrishna Mission Ashrama, Narendrapur, South 24 Parganas – 700 103, West Bengal, India and 2.Post:Krishi Viswavidyalaya , Nadia, West Bengal, India, 741 252",10-01-2023,30,Agriculture,,,,,,,
1043,Deoghar Peda,New Application,Vaidyanathdham Peda Vyavsay Sahyog Samit Limited,"Maa Chandika Peda Bhandar, Purab Darwaja of Baba Mandir, Deoghar, Jharkhand, India, 0",10-01-2023,29,Food Stuffs,,,,,,,
1044,Murshidabad Silk,New Application,Chandrakanta Lalitmohan Resham Khadi Samity,"Village: Islampur, Post: Khagra, Murshidabad , West Bengal, India, 742 103",13-01-2023,23,Textiles,,,,,,,
1045,Gadarwara Tur Dal,New Application,Gadarwara Anchal Tur Dal Utpadak Sahkari Samiti Maryadit Gadarwara,"Shri Sadguru Kripa Sadan, Infront of Reliance petrol pump, Vivekanand Ward, Gadarwara, Narsinghpur, Madhya Pradesh, India, 0",19-01-2023,31,Agriculture,,,,,,,
1046,Kashmir Chain Stitch,New Application,Department of Handicrafts and Handloom Kashmir,"Kashmir Haat (Exhibition Ground), Srinagar, Jammu & Kashmir , India, 0",19-01-2023,26,Handi Crafts,,,,,,,
1047,Crewel,New Application,Department of Handicrafts and Handloom Kashmir,"Kashmir Haat (Exhibition Ground), Srinagar, Jammu & Kashmir , India, 0",19-01-2023,26,Handi Crafts,,,,,,,
1048,Kashmir Tweed,New Application,Directorate of Handicrafts & Handloom Kashmir,"Kashmir Haat, Exhibition Grounds, Srinagar , Jammu & Kashmir , India, 0",31-01-2023,24,Textiles,,,,,,,
1049,Ponduru Khadi,New Application,Khadi and Village Industries Commission,"Gramodaya, 3, Irla Road, Vile Parle(West), Mumbai , Maharashtra, India, 400 056",31-01-2023,23,Textiles,,,,,,,
1050,Kutch Ajrakh Print of Gujarat,New Application,Ajarakhpur Hastkala Vikas Sangathan,"Ajarakhpur, Padhar, Post: Kukama, Taluka: Bhuj, Kutch , Gujarat, India, 370 105",31-01-2023,"24,25",Textiles,,,,,,,
